,statement,link,veracity
372,"Thirty-four of the 47 men depicted in the famous ""Declaration of Independence"" painting were slaveholders.",/factchecks/2019/sep/10/arlen-parsa/evidence-shows-most-47-men-famous-declaration-inde/,true
373,"The Green New Deal ""would do away with commercial air travel.""",/factchecks/2019/sep/06/andrew-yang/andrew-yang-revives-debunked-claim-about-green-new/,false
374,"""70% of the pollution of the carbon that we're throwing into the air comes from three industries.""",/factchecks/2019/sep/06/elizabeth-warren/elizabeth-warren-blamed-3-industries-70-greenhouse/,half-true
375,"The Amazon rainforest fires are ""directly related to trade"" tensions between the United States and China.",/factchecks/2019/sep/06/john-delaney/trumps-trade-war-blame-amazon-wildfires-s-reach/,false
376,"Originally ""almost all models predicted"" Dorian would hit Alabama.",/factchecks/2019/sep/05/donald-trump/trump-said-almost-all-models-predicted-dorian-woul/,pants-fire
377,"Referring to the Iraq War, ""immediately, the moment it started, I came out against the war at that moment.""",/factchecks/2019/sep/05/joe-biden/oe-biden-falsely-claims-he-immediately-opposed-ira/,false
378,"Says that as vice president, he pinned a Silver Star on a Navy captain in Afghanistan who had carried a mortally wounded comrade out of a ravine, and resisted receiving a medal for his actions.",/factchecks/2019/sep/04/joe-biden/facts-behind-joe-bidens-blended-story-battlefield-/,barely-true
379,"Says President Donald Trump has been ""taking money Congress authorized to protect people facing disaster in order to indefinitely detain asylum seekers.""",/factchecks/2019/aug/30/pete-buttigieg/fact-checking-whether-fema-funds-were-shifted-inde/,half-true
380,"""We lag behind many other developed nations in connectivity and speed, while also paying more for that service.""",/factchecks/2019/aug/29/elizabeth-warren/warren-says-us-broadband-lags-compared-other-natio/,mostly-true
381,"Crimea ""was sort of taken away from President Obama. … And he wanted Russia to be out of what was called the G-8. And that was his determination.""",/factchecks/2019/aug/27/donald-trump/donald-trump-misleads-russia-crimea-obama/,barely-true
382,"""We made a ridiculous deal (with Iran). We gave them $150 billion. We gave them $1.8 billion, and we got nothing.""",/factchecks/2019/aug/27/donald-trump/donald-trump-miscasts-money-and-terms-iran-nuclear/,barely-true
383,"""Last year, South Carolina spent $21,756 per prison inmate and $11,552 per student.""",/factchecks/2019/aug/27/bernie-sanders/bernie-sanders-right-south-carolina-spends-more-pr/,mostly-true
384,Says President Donald Trump hasn’t condemned David Duke and Richard Spencer.,/factchecks/2019/aug/27/joe-biden/biden-wrong-when-he-says-trump-hasnt-condemned-dav/,barely-true
385,"A federal pilot program to DNA test illegal immigrants showed ""something like 30% (of test subjects) are fake families.""",/factchecks/2019/aug/26/ken-cuccinelli/trump-administration-using-dna-tests-crack-down-fa/,half-true
386,"""Since the passage of Tax Cuts, real disposable personal income per household has increased $5,205.""",/factchecks/2019/aug/22/ivanka-trump/ivanka-trump-mostly-accurate-disposable-income-has/,mostly-true
387,"""We have something like one out of four young black men in this country end up in the criminal justice system. They may end up in jail, they may end up on parole, they may end up on probation.""",/factchecks/2019/aug/22/bernie-sanders/bernie-sanders-told-cardi-b-one-four-young-black-m/,half-true
388,"""Yesterday we had the strongest dollar in the history of our country.""",/factchecks/2019/aug/22/donald-trump/donald-trump-incorrect-us-dollar-strongest-its-eve/,false
389,"The ""boyfriend loophole"" means that ""if you commit a serious crime of domestic abuse against your wife, you can't get a gun, but if you do it against your girlfriend, you can.""",/factchecks/2019/aug/22/amy-klobuchar/boyfriend-loophole-some-convicted-domestic-violenc/,half-true
390,"U.S. tariffs on China are ""not hurting anybody"" in the United States.",/factchecks/2019/aug/20/peter-navarro/donald-trumps-tariffs-china-dont-hurt-americans-to/,pants-fire
391,"""Wow, Report Just Out! Google manipulated from 2.6 million to 16 million votes for Hillary Clinton in 2016 Election!""",/factchecks/2019/aug/19/donald-trump/donald-trump-wrong-google-manipulating-election-re/,false
392,"Says Pennsylvania chemical plant and Louisiana liquified natural gas plant ""could never have happened"" without his administration.",/factchecks/2019/aug/16/donald-trump/trump-falsely-takes-credit-two-large-industrial-pr/,false
393,"""We were losing all our cases in the World Trade Organization. ... And then I came along. Now we’re winning a lot of cases because they know that they’re not on very solid ground.""",/factchecks/2019/aug/16/donald-trump/did-donald-trump-turn-around-us-record-wto/,barely-true
394,"Says the large trade deficit with Japan stems from them sending ""millions of cars,"" while ""we send them wheat,"" but the deficit is ""changing rapidly.""",/factchecks/2019/aug/15/donald-trump/cars-vs-wheat-donald-trump-muddles-us-japan-trade-/,barely-true
395,"""If you go back, you can see Wayne LaPierre, who runs the NRA, testifying in front of Congress in favor of background checks 15 or 20 years ago.""",/factchecks/2019/aug/13/michael-bloomberg/bloomberg-correct-nras-wayne-lapierre-once-support/,true
396,"""In 2016, counties hosting a Trump rally saw a 226% spike in hate crimes.""",/factchecks/2019/aug/12/bernie-sanders/did-counties-hosting-trump-rally-2016-see-226-spik/,half-true
397,"Says Donald Trump ""asserted that immigrants would quote, ‘carve you up with a knife’.""",/factchecks/2019/aug/09/joe-biden/joe-biden-takes-donald-trumps-words-about-gang-mem/,false
398,"""The Trump Administration cut funding allocated to the Department of Homeland Security to combat white nationalism.""",/factchecks/2019/aug/09/pete-buttigieg/fact-checking-whether-trump-cut-money-combat-white/,half-true
399,"Says U.S. Sen. Sherrod Brown and Dayton Mayor Nan Whaley were ""totally misrepresenting what took place inside of the hospital. Their news conference after I left for El Paso was a fraud. It bore no resemblance to what took place with those incredible people that I was so lucky to meet and spend time with.""",/factchecks/2019/aug/09/donald-trump/donald-trump-says-democrats-distorted-his-visit-da/,false
400,"Asked what his administration would be doing about ""the gun problem,"" said, ""We have done much more than most administrations. … We’ve done, actually, a lot.""",/factchecks/2019/aug/08/donald-trump/donald-trump-says-hes-done-more-other-presidents-s/,half-true
401,"""There are more assault rifles, as I understand it, in the hands of private citizens than in the hands of the United States military. We're talking about 5 to 10 million assault weapons in the hands of private citizens.""",/factchecks/2019/aug/08/bernie-sanders/do-private-citizens-have-5-10-million-assault-weap/,half-true
402,"""After (the assault weapon ban) passed in 1994, there was a big drop in mass shooting deaths. When the ban expired, they rose again.""",/factchecks/2019/aug/07/bill-clinton/did-mass-shooting-deaths-fall-under-1994-assault-w/,half-true
403,"""Last year, we prosecuted a record number of firearms offenses.""",/factchecks/2019/aug/05/donald-trump/after-mass-shootings-fact-checking-trumps-statisti/,mostly-true
404,"""The homicide rate in Baltimore is significantly higher than El Salvador, Honduras, Guatemala. ...  I believe it’s higher than Afghanistan.""",/factchecks/2019/aug/02/donald-trump/donald-trumps-flawed-comparison-homicide-rates-bal/,half-true
405,"Democrats ""want virtual immunity for illegal aliens who have created horrible crimes and murder.""",/factchecks/2019/aug/02/donald-trump/trumps-false-charge-democrats-want-virtual-immunit/,false
406,"""When the Senate was debating middle-class affordability for child care,"" then-Sen. Joe Biden ""voted against it, the only vote, but what he wrote (in) an op-ed was that he believed that women working outside the home would, quote, ‘create the deterioration of family.’ He also said that women who were working outside the home were, quote, ‘avoiding responsibility.’""",/factchecks/2019/aug/02/kirsten-gillibrand/fact-checking-attack-joe-biden-about-his-words-wom/,half-true
407,"Says Kamala Harris oversaw a police department that was ""abusing people’s rights"" and that she did not ""disclose to defense attorneys"" when there was exculpatory evidence: ""She didn't do that. She never did it. And so, what happened? Along came a federal judge and said enough, enough, and he freed 1,000 of these people.""",/factchecks/2019/aug/02/joe-biden/debate-biden-said-google-1000-prisoners-freed-kama/,mostly-true
408,"Says that under President Donald Trump, ""not only have we not gone after al-Qaida ... our president is supporting al-Qaida.""",/factchecks/2019/aug/02/tulsi-gabbard/tulsi-gabbard-cites-us-arms-sales-saudi-arabia-fal/,false
409,"""You look at the homelessness situation. Take a city like Tokyo, which has more people than New York City. There's no homelessness there.""",/factchecks/2019/aug/01/ben-carson/baltimore-talk-ben-carson-highlights-extremely-low/,mostly-true
410,"Says the Democratic presidential candidates ""support giving illegal immigrants free health care at our expense.""",/factchecks/2019/aug/01/donald-trump/fact-checking-trump-ad-democrats-health-care-immig/,barely-true
411,"""We are the only advanced industrialized nation that bases our educational funding on property taxes.""",/factchecks/2019/jul/31/marianne-williamson/fact-checking-marianne-williamson-school-funding-u/,half-true
412,"""Reagan took the deficit from $70 billion to $175 billion. Bush 41 took it to $300 billion. Clinton got it to zero. Bush 43 took it from zero to $1.2 trillion. Obama halved it to $600 billion. Trump’s got it back to a trillion.""",/factchecks/2019/jul/29/tweets/republican-presidents-democrats-contribute-deficit/,mostly-true
413,"""The country is now in a manufacturing recession.""",/factchecks/2019/jul/26/elizabeth-warren/elizabeth-warren-says-manufacturing-recession-sign/,half-true
414,"Says Robert Mueller ""didn’t follow the special counsel regulations. It clearly says write a confidential report about decisions reached. Nowhere in here does it say write a report about decisions that were not reached.""",/factchecks/2019/jul/24/john-ratcliffe/look-whether-robert-mueller-broke-rules-special-co/,false
415,"Says Rep. Alexandria Ocasio-Cortez ""called our country and our people garbage.""",/factchecks/2019/jul/23/donald-trump/no-ocasio-cortez-didnt-call-Americans-garbage/,false
416,"With Medicare for All, ""study after study has shown that ... the average middle-class families will save $3,000 each and every year on their health care bills.""",/factchecks/2019/jul/22/bernie-sanders/do-studies-show-middle-class-families-would-save-3/,barely-true
417,"Says that when his supporters chanted ""send her back"" about Ilhan Omar, he stopped it.",/factchecks/2019/jul/19/donald-trump/trump-said-when-crowd-chanted-send-her-back-about-/,false
